date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2008-07-01,23,15,0.0,14.5,5,5,4,03:16 AM,07:39 PM,05:20 AM,08:29 PM,13,19,20,19,27,6,69,0.0,1015,23,10,216,13
2008-07-02,26,18,0.0,14.5,6,6,0,04:22 AM,08:37 PM,05:20 AM,08:29 PM,17,22,23,22,42,24,76,11.6,1009,26,9,217,20
2008-07-03,18,15,0.0,14.5,5,5,0,05:39 AM,09:24 PM,05:21 AM,08:29 PM,13,17,17,17,30,20,80,0.4,1016,18,10,17,21
2008-07-04,20,14,0.0,14.5,5,5,3,06:58 AM,10:00 PM,05:21 AM,08:29 PM,13,17,18,17,18,9,76,0.0,1018,20,10,55,10
2008-07-05,22,15,0.0,14.5,5,5,10,08:16 AM,10:28 PM,05:22 AM,08:28 PM,15,20,21,20,14,0,74,0.0,1017,22,10,87,8
2008-07-06,25,16,0.0,14.5,6,6,17,09:31 AM,10:52 PM,05:23 AM,08:28 PM,17,21,22,21,27,12,77,0.3,1014,25,10,179,14
2008-07-07,25,20,0.0,13.5,6,6,25,10:40 AM,11:14 PM,05:23 AM,08:28 PM,20,24,24,22,33,38,87,1.2,1012,25,8,195,16
2008-07-08,24,21,0.0,14.5,6,6,32,11:47 AM,11:35 PM,05:24 AM,08:27 PM,20,22,24,22,30,38,89,1.2,1010,24,9,223,15
2008-07-09,23,18,0.0,14.5,6,6,39,12:52 PM,11:55 PM,05:25 AM,08:27 PM,16,22,22,22,18,7,73,0.0,1014,23,10,302,9
2008-07-10,25,19,0.0,14.5,6,6,47,01:56 PM,No moonset,05:26 AM,08:26 PM,17,22,23,22,30,32,73,0.0,1016,25,10,208,15
2008-07-11,26,19,0.0,14.5,6,6,54,02:59 PM,12:18 AM,05:26 AM,08:26 PM,19,24,24,23,27,14,78,0.3,1015,26,10,166,14
2008-07-12,25,20,0.0,13.5,6,6,61,04:03 PM,12:44 AM,05:27 AM,08:25 PM,19,22,23,22,26,35,84,9.3,1012,25,9,228,14
2008-07-13,23,17,0.0,14.5,6,6,68,05:05 PM,01:16 AM,05:28 AM,08:25 PM,14,20,21,20,33,7,66,0.0,1010,23,10,256,19
2008-07-14,23,18,0.0,14.5,6,6,76,06:03 PM,01:53 AM,05:29 AM,08:24 PM,16,21,22,21,18,9,72,0.0,1013,23,10,206,9
2008-07-15,27,18,0.0,14.5,6,6,83,06:56 PM,02:38 AM,05:29 AM,08:23 PM,18,24,24,23,26,4,75,0.0,1016,27,10,196,13
2008-07-16,27,21,0.0,14.5,6,6,90,07:41 PM,03:31 AM,05:30 AM,08:23 PM,20,26,26,24,21,7,79,0.0,1019,27,10,216,10
2008-07-17,27,20,0.0,14.5,6,6,97,08:19 PM,04:31 AM,05:31 AM,08:22 PM,19,26,26,24,28,17,76,0.0,1018,27,10,208,14
2008-07-18,24,21,0.0,14.5,6,6,100,08:51 PM,05:36 AM,05:32 AM,08:21 PM,19,25,25,23,21,24,80,0.2,1015,24,10,214,10
2008-07-19,23,20,0.0,11.4,5,5,88,09:18 PM,06:42 AM,05:33 AM,08:21 PM,20,22,24,22,12,57,92,6.0,1013,23,7,201,6
2008-07-20,25,20,0.0,14.5,6,6,81,09:41 PM,07:49 AM,05:34 AM,08:20 PM,21,25,25,23,12,12,86,0.0,1012,25,9,213,7
2008-07-21,24,19,0.0,14.5,6,6,73,10:03 PM,08:56 AM,05:35 AM,08:19 PM,20,22,24,22,18,21,87,0.0,1013,24,10,228,10
2008-07-22,22,18,0.0,14.5,5,5,66,10:24 PM,10:03 AM,05:36 AM,08:18 PM,16,20,21,20,16,21,79,0.0,1015,22,10,30,11
2008-07-23,23,17,0.0,14.5,5,5,59,10:46 PM,11:12 AM,05:36 AM,08:17 PM,15,20,22,20,19,5,74,0.0,1019,23,10,140,12
2008-07-24,24,16,0.0,14.5,6,6,52,11:11 PM,12:22 PM,05:37 AM,08:16 PM,16,22,23,22,11,5,69,0.0,1018,24,10,185,6
2008-07-25,25,16,0.0,14.5,6,6,44,11:40 PM,01:36 PM,05:38 AM,08:15 PM,18,21,23,21,19,26,81,0.0,1016,25,10,208,11
2008-07-26,25,20,0.0,14.5,6,6,37,No moonrise,02:52 PM,05:39 AM,08:14 PM,18,25,25,23,17,10,76,0.0,1014,25,8,296,10
2008-07-27,26,17,0.0,14.5,6,6,30,12:16 AM,04:08 PM,05:40 AM,08:13 PM,16,22,23,22,19,10,70,0.0,1012,26,10,238,10
2008-07-28,26,20,0.0,14.5,6,6,23,01:03 AM,05:21 PM,05:41 AM,08:12 PM,19,24,24,23,14,4,76,0.0,1011,26,10,111,8
2008-07-29,27,18,0.0,14.5,6,6,15,02:02 AM,06:24 PM,05:42 AM,08:11 PM,20,26,26,24,18,15,77,0.2,1011,27,10,147,10
2008-07-30,26,21,0.0,14.5,6,6,8,03:13 AM,07:15 PM,05:43 AM,08:10 PM,20,26,26,24,22,18,77,1.0,1007,26,10,257,11
2008-07-31,27,22,0.0,14.5,6,6,4,04:31 AM,07:55 PM,05:44 AM,08:09 PM,20,26,26,24,11,16,78,0.6,1007,27,10,271,6
2008-08-01,27,22,0.0,14.5,6,6,0,05:50 AM,08:26 PM,05:45 AM,08:08 PM,21,27,27,24,11,23,83,0.1,1009,27,9,169,6
2008-08-02,24,19,0.0,14.5,6,6,0,07:07 AM,08:52 PM,05:46 AM,08:07 PM,17,22,23,22,19,5,75,0.0,1013,24,10,65,13
2008-08-03,25,17,0.0,14.5,6,6,6,08:19 AM,09:16 PM,05:47 AM,08:06 PM,18,23,24,23,13,12,76,0.4,1015,25,10,133,7
2008-08-04,29,21,0.0,14.5,6,6,14,09:29 AM,09:37 PM,05:48 AM,08:05 PM,20,27,27,24,22,26,78,1.5,1013,29,10,166,12
2008-08-05,27,22,0.0,14.5,6,6,21,10:36 AM,09:58 PM,05:49 AM,08:03 PM,22,27,27,25,13,33,84,5.3,1013,27,8,254,7
2008-08-06,26,21,0.0,14.5,6,6,28,11:42 AM,10:20 PM,05:50 AM,08:02 PM,17,25,25,23,18,14,67,0.0,1016,26,10,303,10
2008-08-07,25,19,0.0,14.5,6,6,35,12:46 PM,10:45 PM,05:51 AM,08:01 PM,16,22,23,22,22,13,68,0.0,1014,25,10,203,15
2008-08-08,23,19,0.0,14.5,6,6,43,01:51 PM,11:15 PM,05:52 AM,08:00 PM,15,21,22,21,17,8,68,0.0,1016,23,10,81,11
2008-08-09,23,17,0.0,13.4,6,6,50,02:54 PM,11:50 PM,05:53 AM,07:58 PM,15,20,21,20,24,26,73,1.4,1013,23,10,190,15
2008-08-10,22,16,0.0,14.0,5,5,57,03:54 PM,No moonset,05:54 AM,07:57 PM,13,19,20,19,23,9,70,0.0,1016,22,10,60,16
2008-08-11,23,17,0.0,14.0,5,5,65,04:49 PM,12:32 AM,05:55 AM,07:56 PM,15,20,21,20,14,11,73,0.0,1017,23,10,87,9
2008-08-12,24,17,0.0,14.0,6,6,72,05:38 PM,01:22 AM,05:56 AM,07:54 PM,15,21,22,21,10,28,70,0.0,1012,24,10,121,7
2008-08-13,24,19,0.0,13.3,6,6,79,06:18 PM,02:19 AM,05:57 AM,07:53 PM,16,21,22,21,10,41,71,0.6,1010,24,10,150,7
2008-08-14,24,18,0.0,13.9,6,6,86,06:52 PM,03:23 AM,05:58 AM,07:52 PM,17,21,22,21,16,24,76,0.9,1013,24,10,27,11
2008-08-15,23,18,0.0,13.9,6,6,94,07:21 PM,04:29 AM,05:59 AM,07:50 PM,15,21,22,21,18,3,70,0.0,1020,23,10,83,12
2008-08-16,25,17,0.0,13.5,6,6,100,07:46 PM,05:37 AM,06:00 AM,07:49 PM,15,22,22,22,16,5,66,0.0,1020,25,10,244,9
2008-08-17,26,18,0.0,11.6,6,6,100,08:08 PM,06:45 AM,06:01 AM,07:47 PM,16,22,23,22,23,20,68,0.3,1016,26,10,251,13
2008-08-18,26,19,0.0,11.6,6,6,85,08:29 PM,07:53 AM,06:02 AM,07:46 PM,17,24,24,23,18,19,70,0.0,1015,26,10,254,10
2008-08-19,26,19,0.0,11.6,6,6,77,08:52 PM,09:02 AM,06:03 AM,07:44 PM,17,22,23,22,17,12,74,0.0,1018,26,10,141,10
2008-08-20,25,19,0.0,11.6,6,6,70,09:16 PM,10:13 AM,06:04 AM,07:43 PM,17,23,23,22,19,11,74,0.0,1020,25,10,94,12
2008-08-21,25,20,0.0,11.6,6,6,63,09:44 PM,11:26 AM,06:05 AM,07:41 PM,16,24,24,23,21,33,66,0.2,1017,25,9,127,12
2008-08-22,27,22,0.0,11.6,6,6,55,10:17 PM,12:41 PM,06:06 AM,07:40 PM,20,26,26,24,33,39,76,3.1,1017,27,10,182,18
2008-08-23,27,22,0.0,11.6,6,6,48,10:59 PM,01:57 PM,06:07 AM,07:38 PM,20,27,27,24,25,18,79,0.6,1017,27,10,232,14
2008-08-24,23,18,0.0,11.6,6,6,41,11:53 PM,03:10 PM,06:08 AM,07:37 PM,15,20,21,20,24,5,72,0.0,1017,23,10,185,16
2008-08-25,21,17,0.0,11.6,5,5,34,No moonrise,04:14 PM,06:09 AM,07:35 PM,14,19,20,19,27,4,71,0.0,1018,21,10,39,19
2008-08-26,23,16,0.0,11.6,5,5,26,12:58 AM,05:08 PM,06:10 AM,07:33 PM,14,20,21,20,25,0,68,0.0,1017,23,10,72,17
2008-08-27,25,17,0.0,11.6,6,6,19,02:11 AM,05:51 PM,06:11 AM,07:32 PM,15,22,22,22,15,2,67,0.0,1013,25,10,71,9
2008-08-28,26,19,0.0,10.3,6,6,12,03:28 AM,06:25 PM,06:13 AM,07:30 PM,17,22,23,22,16,36,75,1.5,1010,26,10,174,9
2008-08-29,26,19,0.0,11.6,6,6,5,04:44 AM,06:53 PM,06:14 AM,07:28 PM,18,25,25,23,14,19,77,0.0,1013,26,10,187,9
2008-08-30,27,17,0.0,11.6,6,6,0,05:58 AM,07:17 PM,06:15 AM,07:27 PM,17,23,24,23,10,1,69,0.0,1019,27,10,214,6
2008-08-31,28,18,0.0,11.6,6,6,0,07:09 AM,07:39 PM,06:16 AM,07:25 PM,16,25,25,24,18,1,62,0.0,1020,28,10,137,9
2008-09-01,28,20,0.0,11.6,6,6,3,08:17 AM,08:01 PM,06:17 AM,07:23 PM,14,25,25,24,24,0,56,0.0,1019,28,10,132,13
2008-09-02,29,20,0.0,11.6,6,6,10,09:25 AM,08:22 PM,06:18 AM,07:22 PM,17,26,26,25,16,12,63,0.0,1016,29,10,168,8
2008-09-03,24,18,0.0,6.5,5,5,18,10:30 AM,08:47 PM,06:19 AM,07:20 PM,18,20,21,20,28,75,89,6.9,1016,24,10,164,17
2008-09-04,19,18,0.0,6.5,4,4,25,11:36 AM,09:15 PM,06:20 AM,07:18 PM,17,18,18,18,33,88,91,33.3,1011,19,8,33,22
2008-09-05,20,17,0.0,9.0,4,4,33,12:40 PM,09:47 PM,06:21 AM,07:17 PM,15,18,18,18,21,68,85,0.2,1012,20,10,218,15
2008-09-06,21,15,0.0,11.6,5,5,40,01:43 PM,10:26 PM,06:22 AM,07:15 PM,14,19,19,19,11,24,77,0.9,1016,21,9,202,7
2008-09-07,22,15,0.0,11.6,5,5,48,02:39 PM,11:13 PM,06:23 AM,07:13 PM,13,18,19,18,19,25,73,0.0,1017,22,10,260,12
2008-09-08,17,13,0.0,9.0,5,5,55,03:31 PM,No moonset,06:24 AM,07:11 PM,13,15,15,15,19,54,87,16.6,1020,17,9,220,13
2008-09-09,18,12,0.0,11.6,5,5,63,04:14 PM,12:08 AM,06:25 AM,07:10 PM,10,15,15,15,20,5,70,0.0,1021,18,10,230,14
2008-09-10,21,12,0.0,11.6,5,5,70,04:50 PM,01:08 AM,06:26 AM,07:08 PM,10,16,17,16,22,2,66,0.0,1023,21,10,125,13
2008-09-11,24,15,0.0,10.3,5,5,78,05:21 PM,02:13 AM,06:27 AM,07:06 PM,14,19,20,19,28,28,72,1.4,1019,24,10,161,17
2008-09-12,22,20,0.0,6.4,5,5,86,05:47 PM,03:20 AM,06:28 AM,07:05 PM,20,21,21,21,22,88,96,5.5,1014,22,8,210,13
2008-09-13,23,20,0.0,7.7,5,5,93,06:11 PM,04:28 AM,06:29 AM,07:03 PM,21,22,24,22,36,89,94,15.6,1007,23,8,198,20
2008-09-14,22,16,0.0,6.4,4,4,100,06:33 PM,05:37 AM,06:30 AM,07:01 PM,17,18,19,18,31,90,92,21.2,1003,22,9,215,21
2008-09-15,17,14,0.0,6.1,4,4,100,06:56 PM,06:47 AM,06:31 AM,06:59 PM,13,15,15,15,18,76,86,0.1,1018,17,10,247,13
2008-09-16,20,12,0.0,11.6,5,5,84,07:20 PM,07:59 AM,06:32 AM,06:57 PM,12,16,16,16,17,3,77,0.0,1022,20,10,244,11
2008-09-17,23,15,0.0,11.6,5,5,77,07:47 PM,09:13 AM,06:33 AM,06:56 PM,16,18,19,18,24,3,82,0.0,1021,23,10,159,14
2008-09-18,21,16,0.0,11.6,5,5,69,08:19 PM,10:29 AM,06:34 AM,06:54 PM,15,18,19,18,23,3,80,0.0,1025,21,10,93,14
2008-09-19,22,14,0.0,11.6,5,5,62,08:59 PM,11:46 AM,06:35 AM,06:52 PM,14,19,19,19,24,11,73,0.0,1023,22,10,162,13
2008-09-20,23,16,0.0,11.6,5,5,54,09:49 PM,01:01 PM,06:36 AM,06:50 PM,16,20,21,20,17,10,78,0.0,1021,23,10,179,9
2008-09-21,23,17,0.0,11.6,5,5,47,10:50 PM,02:08 PM,06:37 AM,06:49 PM,17,20,21,20,13,8,83,0.0,1024,23,10,142,7
2008-09-22,24,17,0.0,11.6,6,6,39,No moonrise,03:05 PM,06:38 AM,06:47 PM,17,20,20,20,27,8,84,0.0,1027,24,10,109,14
2008-09-23,24,17,0.0,11.6,6,6,31,12:00 AM,03:50 PM,06:39 AM,06:45 PM,16,20,21,20,26,5,75,0.0,1026,24,10,141,14
2008-09-24,24,18,0.0,11.6,6,6,24,01:15 AM,04:26 PM,06:40 AM,06:43 PM,15,20,21,20,21,16,72,0.1,1025,24,10,184,11
2008-09-25,22,18,0.0,11.6,5,5,16,02:29 AM,04:55 PM,06:41 AM,06:42 PM,16,20,21,20,19,18,80,0.0,1025,22,10,54,10
2008-09-26,23,16,0.0,11.6,5,5,9,03:43 AM,05:20 PM,06:43 AM,06:40 PM,14,19,20,19,20,3,72,0.0,1021,23,10,92,11
2008-09-27,22,15,0.0,11.6,5,5,1,04:53 AM,05:43 PM,06:44 AM,06:38 PM,15,20,21,20,14,4,72,0.0,1017,22,10,111,8
2008-09-28,19,16,0.0,10.2,5,5,0,06:01 AM,06:04 PM,06:45 AM,06:36 PM,15,18,18,18,20,41,84,0.0,1019,19,10,45,12
2008-09-29,18,15,0.0,11.6,5,5,0,07:08 AM,06:25 PM,06:46 AM,06:35 PM,14,16,16,16,16,35,87,1.1,1016,18,10,123,10
2008-09-30,15,12,0.0,8.8,4,4,0,08:14 AM,06:49 PM,06:47 AM,06:33 PM,10,12,14,12,27,50,76,0.0,1014,15,10,310,19
2008-10-01,14,11,0.0,5.9,3,3,6,09:21 AM,07:15 PM,06:48 AM,06:31 PM,8,10,12,10,29,67,74,0.5,1014,14,10,333,21
2008-10-02,16,8,0.0,11.6,4,4,13,10:25 AM,07:46 PM,06:49 AM,06:30 PM,7,10,12,10,28,26,69,0.0,1013,16,10,283,20
2008-10-03,15,11,0.0,7.3,3,3,20,11:29 AM,08:22 PM,06:50 AM,06:28 PM,8,12,13,12,19,54,74,1.9,1016,15,9,78,13
2008-10-04,14,7,0.0,11.6,4,4,28,12:28 PM,09:07 PM,06:51 AM,06:26 PM,5,10,11,10,18,3,67,0.0,1024,14,10,102,11
2008-10-05,14,9,0.0,10.2,4,4,35,01:22 PM,09:58 PM,06:52 AM,06:24 PM,7,11,12,11,24,32,69,1.4,1025,14,10,121,14
2008-10-06,19,13,0.0,11.6,5,5,42,02:08 PM,10:55 PM,06:53 AM,06:23 PM,10,15,16,15,35,14,68,0.0,1024,19,10,115,22
2008-10-07,17,14,0.0,8.7,5,5,50,02:47 PM,11:58 PM,06:54 AM,06:21 PM,11,15,15,15,37,45,75,3.5,1018,17,10,130,24
2008-10-08,17,14,0.0,10.2,4,4,57,03:19 PM,No moonset,06:56 AM,06:19 PM,13,15,15,15,26,51,84,1.6,1010,17,8,246,18
2008-10-09,18,12,0.0,11.6,4,4,64,03:47 PM,01:03 AM,06:57 AM,06:18 PM,9,15,16,15,22,3,65,0.0,1017,18,10,284,12
2008-10-10,19,12,0.0,11.6,5,5,71,04:11 PM,02:09 AM,06:58 AM,06:16 PM,8,15,16,15,23,3,60,0.0,1022,19,10,130,12
2008-10-11,22,14,0.0,11.6,5,5,79,04:34 PM,03:17 AM,06:59 AM,06:15 PM,12,17,19,17,25,13,69,0.0,1024,22,10,137,13
2008-10-12,23,16,0.0,11.1,5,5,86,04:57 PM,04:26 AM,07:00 AM,06:13 PM,13,19,20,19,28,24,69,0.0,1025,23,10,144,13
2008-10-13,22,17,0.0,10.1,5,5,93,05:20 PM,05:37 AM,07:01 AM,06:11 PM,14,20,20,20,36,42,69,0.0,1023,22,10,182,18
2008-10-14,19,13,0.0,11.1,5,5,100,05:47 PM,06:51 AM,07:02 AM,06:10 PM,10,16,16,16,24,36,67,1.9,1023,19,9,226,14
2008-10-15,16,12,0.0,5.5,3,3,100,06:17 PM,08:08 AM,07:04 AM,06:08 PM,10,13,14,13,15,81,79,3.4,1018,16,9,249,10
2008-10-16,13,9,0.0,8.6,4,4,85,06:55 PM,09:27 AM,07:05 AM,06:07 PM,7,9,11,9,22,30,77,0.0,1024,13,10,157,15
2008-10-17,13,8,0.0,11.0,4,4,78,07:44 PM,10:46 AM,07:06 AM,06:05 PM,6,9,11,9,17,33,76,0.0,1024,13,10,41,11
2008-10-18,14,9,0.0,11.0,4,4,70,08:43 PM,11:58 AM,07:07 AM,06:04 PM,5,10,12,10,16,14,67,0.0,1026,14,10,69,10
2008-10-19,15,8,0.0,10.9,4,4,63,09:52 PM,01:00 PM,07:08 AM,06:02 PM,5,10,12,10,35,18,64,0.0,1025,15,10,183,22
2008-10-20,14,10,0.0,7.0,4,4,56,11:06 PM,01:49 PM,07:09 AM,06:01 PM,7,10,12,10,29,53,75,2.2,1022,14,10,198,18
2008-10-21,11,8,0.0,7.1,3,3,49,No moonrise,02:27 PM,07:11 AM,05:59 PM,5,7,10,7,25,27,72,0.0,1028,11,10,89,17
2008-10-22,11,5,0.0,8.7,3,3,41,12:21 AM,02:59 PM,07:12 AM,05:58 PM,1,5,8,5,34,29,62,0.0,1029,11,10,104,23
2008-10-23,14,6,0.0,8.7,4,4,34,01:34 AM,03:24 PM,07:13 AM,05:56 PM,3,8,10,8,35,13,60,0.0,1026,14,10,113,23
2008-10-24,11,10,0.0,5.5,3,3,27,02:43 AM,03:47 PM,07:14 AM,05:55 PM,9,9,11,9,25,74,86,19.9,1015,11,9,165,16
2008-10-25,11,6,0.0,5.5,2,2,20,03:51 AM,04:08 PM,07:15 AM,05:54 PM,6,5,9,5,35,56,82,0.1,1009,11,10,228,26
2008-10-26,13,4,0.0,8.7,2,2,12,04:56 AM,04:29 PM,07:17 AM,05:52 PM,4,5,9,5,46,41,72,0.4,1008,13,10,260,33
2008-10-27,7,4,0.0,3.9,2,2,5,06:02 AM,04:52 PM,07:18 AM,05:51 PM,1,1,6,1,41,81,71,1.1,1022,7,9,310,31
2008-10-28,7,2,0.0,8.7,2,2,0,07:07 AM,05:17 PM,07:19 AM,05:50 PM,-1,-0,4,-0,34,15,66,0.0,1027,7,10,309,24
2008-10-29,9,3,0.0,8.7,3,3,0,08:13 AM,05:47 PM,07:20 AM,05:48 PM,-2,3,6,3,25,8,58,0.0,1022,9,10,268,17
2008-10-30,13,4,0.0,8.7,3,3,2,09:17 AM,06:21 PM,07:21 AM,05:47 PM,2,6,9,6,36,5,63,0.0,1027,13,10,178,21
2008-10-31,18,10,0.0,8.7,4,4,6,10:18 AM,07:02 PM,07:23 AM,05:46 PM,10,12,14,12,33,2,76,0.0,1026,18,10,220,18
2008-11-01,12,10,0.0,7.1,4,4,17,11:14 AM,07:51 PM,07:24 AM,05:44 PM,8,10,11,10,24,45,81,0.1,1027,12,10,37,15
2008-11-02,16,9,0.0,7.1,3,3,25,12:02 PM,08:46 PM,07:25 AM,05:43 PM,9,11,13,11,33,65,80,2.2,1023,16,10,145,19
2008-11-03,18,13,0.0,8.7,5,5,32,12:43 PM,09:46 PM,07:26 AM,05:42 PM,10,15,15,15,38,11,68,0.1,1021,18,10,202,19
2008-11-04,18,12,0.0,8.7,4,4,40,01:18 PM,10:49 PM,07:28 AM,05:41 PM,8,14,15,14,36,12,65,0.0,1019,18,10,195,17
2008-11-05,18,11,0.0,8.7,4,4,47,01:47 PM,11:53 PM,07:29 AM,05:40 PM,7,13,15,13,45,5,62,0.0,1015,18,10,176,22
2008-11-06,17,13,0.0,5.4,4,4,55,02:12 PM,No moonset,07:30 AM,05:39 PM,9,13,14,13,47,35,71,0.6,1010,17,9,169,25
2008-11-07,11,5,0.0,5.4,3,3,62,02:34 PM,12:59 AM,07:31 AM,05:38 PM,3,4,8,4,29,40,70,0.0,1007,11,10,208,21
2008-11-08,5,3,0.0,3.8,1,1,70,02:57 PM,02:05 AM,07:32 AM,05:36 PM,1,-1,4,-1,37,93,80,0.3,1005,5,9,252,30
2008-11-09,5,1,0.1,3.8,1,1,78,03:19 PM,03:13 AM,07:34 AM,05:35 PM,-1,-2,3,-2,28,89,75,0.4,1013,5,9,285,22
2008-11-10,3,-2,0.0,8.7,2,2,85,03:44 PM,04:24 AM,07:35 AM,05:34 PM,-6,-3,1,-3,19,7,62,0.0,1023,3,10,269,14
2008-11-11,3,0,0.0,7.0,2,2,93,04:12 PM,05:40 AM,07:36 AM,05:33 PM,-3,-2,2,-2,22,46,72,4.8,1026,3,10,119,15
2008-11-12,9,4,0.0,3.7,2,2,100,04:47 PM,06:58 AM,07:37 AM,05:32 PM,6,3,7,3,32,90,93,1.9,1016,9,6,166,21
2008-11-13,12,7,0.0,7.0,3,3,100,05:32 PM,08:19 AM,07:39 AM,05:31 PM,7,6,10,6,37,66,85,0.1,1006,12,9,206,25
2008-11-14,11,7,0.0,5.4,3,3,85,06:27 PM,09:37 AM,07:40 AM,05:31 PM,7,7,10,7,25,71,87,0.7,1004,11,8,203,16
2008-11-15,6,3,0.0,3.7,1,1,77,07:36 PM,10:46 AM,07:41 AM,05:30 PM,1,0,5,0,36,94,78,0.9,1011,6,8,332,27
2008-11-16,2,-0,0.5,5.4,1,1,70,08:51 PM,11:42 AM,07:42 AM,05:29 PM,-2,-4,1,-4,28,56,78,0.6,1015,2,8,283,21
2008-11-17,2,-1,0.0,8.7,2,2,62,10:09 PM,12:26 PM,07:43 AM,05:28 PM,-6,-5,0,-5,32,27,63,0.1,1025,2,9,319,24
2008-11-18,1,-3,0.2,8.7,2,2,55,11:24 PM,01:00 PM,07:45 AM,05:27 PM,-8,-6,-1,-6,24,33,60,0.2,1032,1,9,301,17
2008-11-19,6,-1,0.0,8.7,2,2,47,No moonrise,01:28 PM,07:46 AM,05:27 PM,-4,-3,2,-3,37,31,67,0.0,1019,6,10,236,26
2008-11-20,2,-2,0.0,3.7,1,1,39,12:35 AM,01:52 PM,07:47 AM,05:26 PM,-5,-6,0,-6,38,75,71,0.2,1025,2,8,332,28
2008-11-21,-1,-6,0.0,8.7,2,2,32,01:44 AM,02:13 PM,07:48 AM,05:25 PM,-11,-10,-3,-10,27,16,57,0.0,1033,-1,10,296,20
2008-11-22,1,-5,0.0,7.0,1,1,24,02:50 AM,02:35 PM,07:49 AM,05:25 PM,-11,-8,-3,-8,24,41,52,0.0,1033,1,10,193,16
2008-11-23,5,-3,0.0,8.7,2,2,17,03:54 AM,02:57 PM,07:50 AM,05:24 PM,-7,-4,1,-4,34,18,54,0.0,1025,5,10,187,22
2008-11-24,3,1,0.9,3.6,1,1,9,04:59 AM,03:21 PM,07:52 AM,05:23 PM,-0,-3,2,-3,31,74,84,1.2,1013,3,8,265,22
2008-11-25,3,-1,0.0,7.0,1,1,2,06:03 AM,03:49 PM,07:53 AM,05:23 PM,-2,-4,1,-4,33,49,79,0.1,1018,3,9,309,23
2008-11-26,5,-2,0.0,8.7,2,2,0,07:08 AM,04:21 PM,07:54 AM,05:22 PM,-4,-1,2,-1,16,6,66,0.0,1018,5,10,270,11
2008-11-27,6,-0,0.0,8.7,2,2,0,08:09 AM,05:00 PM,07:55 AM,05:22 PM,-3,-1,3,-1,25,13,64,0.0,1015,6,10,199,16
2008-11-28,6,-0,0.0,8.7,2,2,0,09:07 AM,05:46 PM,07:56 AM,05:22 PM,-2,-3,2,-3,31,7,75,0.0,1014,6,10,269,21
2008-11-29,6,-1,0.0,5.3,1,1,6,09:58 AM,06:39 PM,07:57 AM,05:21 PM,-3,0,3,0,19,55,65,0.0,1011,6,10,195,11
2008-11-30,3,2,0.7,3.6,1,1,13,10:41 AM,07:38 PM,07:58 AM,05:21 PM,-1,-2,2,-2,32,98,79,2.7,996,3,7,62,22
2008-12-01,3,-5,0.0,3.6,1,1,20,11:18 AM,08:40 PM,07:59 AM,05:21 PM,-3,-8,-1,-8,39,94,88,2.7,1001,3,6,315,30
2008-12-02,1,-6,0.0,8.7,2,2,27,11:48 AM,09:43 PM,08:00 AM,05:20 PM,-5,-9,-3,-9,34,18,86,0.0,1016,1,10,219,24
2008-12-03,4,-1,1.2,3.4,1,1,35,12:14 PM,10:46 PM,08:01 AM,05:20 PM,0,-4,2,-4,37,83,91,2.4,1013,4,8,241,25
2008-12-04,-5,-9,0.0,6.9,2,2,42,12:37 PM,11:51 PM,08:02 AM,05:20 PM,-8,-13,-6,-13,29,53,87,0.1,1027,-5,9,282,22
2008-12-05,-7,-12,0.0,5.2,2,2,49,12:58 PM,No moonset,08:03 AM,05:20 PM,-11,-17,-9,-17,32,56,89,0.0,1028,-7,10,244,24
2008-12-06,0,-6,0.0,3.4,1,1,56,01:20 PM,12:56 AM,08:04 AM,05:20 PM,-5,-11,-3,-11,45,99,88,1.2,1012,0,6,260,35
2008-12-07,-6,-12,0.0,6.9,2,2,64,01:43 PM,02:03 AM,08:05 AM,05:20 PM,-10,-15,-8,-15,23,34,86,0.0,1025,-6,10,247,17
2008-12-08,3,-6,0.0,5.2,1,1,71,02:08 PM,03:14 AM,08:06 AM,05:20 PM,-4,-7,-2,-7,29,65,87,2.6,1016,3,9,152,19
2008-12-09,4,1,0.0,3.4,1,1,78,02:39 PM,04:28 AM,08:07 AM,05:20 PM,2,-2,3,-2,34,100,91,9.4,1010,4,7,133,23
2008-12-10,-1,-4,0.0,8.7,2,2,85,03:18 PM,05:48 AM,08:08 AM,05:20 PM,-4,-7,-2,-7,24,58,87,0.0,1023,-1,10,208,17
2008-12-11,0,-5,0.0,8.7,2,2,93,04:07 PM,07:07 AM,08:08 AM,05:20 PM,-4,-8,-2,-8,30,15,86,0.0,1018,0,10,268,19
2008-12-12,-5,-9,0.0,8.7,2,2,100,05:10 PM,08:22 AM,08:09 AM,05:20 PM,-10,-15,-8,-15,28,22,87,0.0,1022,-5,10,281,21
2008-12-13,3,-6,0.0,5.2,2,2,100,06:25 PM,09:26 AM,08:10 AM,05:20 PM,-3,-7,-0,-7,56,59,79,4.0,1016,3,9,184,36
2008-12-14,8,3,0.0,3.4,2,2,85,07:45 PM,10:17 AM,08:11 AM,05:21 PM,4,0,6,0,67,92,91,3.5,1008,8,8,192,39
